172	198	56	125	90
185	184	47	136	94
166	183	49	136	96
159	176	51	130	110
137	187	64	107	122
123	186	70	116	110
133	196	83	145	107
129	193	81	135	117
129	202	93	124	115
111	209	93	121	116
130	203	87	129	112
115	208	81	139	124
111	208	69	143	129
112	200	61	149	134
104	194	54	157	140
99	189	62	152	140
91	185	60	152	138
100	183	61	150	156
101	172	47	149	141
81	184	38	140	137
77	201	39	128	143
71	207	35	118	144
44	187	32	118	132
39	178	25	123	128
34	202	28	112	140
48	210	31	104	148
26	213	22	111	132
28	201	23	113	130
27	207	41	123	128
45	196	69	124	143
38	198	66	143	144
18	210	68	151	142
26	200	72	145	151
25	204	97	144	147
21	206	103	128	130
28	200	98	142	150
27	207	106	145	158
22	202	104	139	138
34	188	109	149	156
54	193	116	142	138
39	207	118	137	155
42	210	125	143	155
35	209	115	147	161
22	197	103	151	160
40	195	107	156	136
36	189	97	164	138
45	191	95	174	137
41	195	103	158	145
44	188	115	152	144
49	182	125	161	144
30	154	132	163	126
46	160	155	172	114
43	154	147	150	111
37	158	146	161	88
39	163	139	139	80
35	149	145	140	82
28	166	126	134	85
41	185	131	140	63
34	172	139	141	62
33	158	140	140	78
26	152	153	159	102
26	144	149	147	99
25	128	147	144	98
24	132	136	152	88
19	146	129	157	92
26	147	127	169	79
33	144	148	176	70
30	147	142	183	66
45	146	170	180	60
47	135	179	173	40
53	127	184	172	31
64	113	178	147	57
67	98	159	150	51
69	81	152	148	45
70	88	150	151	41
56	86	126	163	30
69	92	133	148	35
79	105	133	130	37
95	125	125	134	39
90	113	120	132	47
93	128	119	137	34
80	130	119	153	37
73	125	117	138	56
77	128	111	132	55
96	120	113	133	55
112	118	91	134	70
100	109	95	138	69
94	118	82	159	52
88	106	80	167	53
92	108	91	170	63
107	125	81	179	61
101	119	81	168	89
105	127	75	176	69
108	120	91	164	46
119	127	85	165	36
116	130	63	171	33
110	136	51	189	43
115	126	42	181	48
119	123	50	174	37
110	112	44	184	38
115	121	32	183	41
113	96	50	182	45
122	99	51	178	51
127	94	50	183	63
133	92	60	195	75
142	94	64	208	76
147	99	48	198	70
143	87	44	182	75
143	102	54	184	64
136	95	72	190	71
142	106	83	191	51
153	111	84	172	57
152	111	82	178	67
161	110	80	183	78
158	133	98	192	70
137	136	87	196	56
131	127	102	199	62
124	114	108	187	59
124	122	94	198	44
122	116	96	202	47
126	133	102	210	65
128	139	91	192	75
126	142	85	201	94
130	138	65	195	106
128	141	56	209	127
147	128	51	206	126
152	136	67	194	111
142	143	78	191	104
158	135	69	176	114
167	133	87	192	109
156	134	91	185	115
158	136	109	181	102
153	135	107	191	97
139	128	100	190	92
137	127	96	179	108
142	132	84	178	127
133	120	82	157	125
140	121	82	143	100
140	117	87	140	95
161	129	113	126	107
163	121	120	130	115
159	134	128	126	120
155	149	120	136	119
173	160	114	125	130
179	154	99	121	116
166	155	100	107	118
156	166	112	99	119
163	164	113	106	121
150	157	112	133	128
164	157	107	137	137
150	149	104	151	139
159	159	97	151	154
163	147	110	153	158
172	118	95	141	145
167	107	90	135	137
164	94	86	141	132
169	89	103	143	147
174	83	87	136	152
170	79	84	147	148
179	92	85	146	128
198	93	93	141	146
199	95	95	139	147
194	104	101	164	156
202	112	100	164	153
205	129	107	134	150
210	121	106	122	158
199	117	100	108	151
209	127	98	108	140
207	135	98	95	125
205	128	97	106	99
205	142	95	106	88
208	130	84	107	94
210	142	79	121	96
198	140	76	122	95
183	141	70	110	94
172	156	74	110	91
160	139	77	108	97
145	127	67	111	108
175	127	64	128	106
180	113	86	128	106
191	115	84	133	108
182	124	85	137	110
183	141	83	134	118
194	135	77	109	114
176	142	75	102	132
162	126	56	112	151
162	132	51	82	162
176	107	46	83	163
174	89	36	92	168
177	82	28	75	168
189	82	29	73	180
181	83	39	50	183
163	97	27	27	173
148	99	19	32	185
140	90	20	35	178
143	83	35	39	161
159	64	29	47	183
168	70	44	44	187
192	51	48	47	178
179	46	36	35	195
172	18	25	32	205
163	24	32	18	207
148	29	34	20	189
136	44	46	18	175
140	45	48	17	170
144	38	42	23	169
146	43	48	27	168
151	61	45	41	156
151	66	51	40	150
164	56	34	32	128
164	57	26	40	139
158	56	31	37	133
161	58	29	54	131
172	39	20	46	134
164	43	34	41	131
172	59	20	51	151
142	58	16	60	177
144	58	22	55	193
124	61	26	51	213
131	77	43	52	208
107	93	58	44	200
105	73	28	27	184
87	62	26	30	180
76	64	31	37	188
69	64	24	35	190
72	67	36	34	180
62	60	40	37	175
54	66	32	36	168
47	66	27	45	172
45	80	26	27	168
48	89	22	29	171
61	90	37	22	154
80	71	36	25	164
101	73	26	41	139
96	70	31	49	141
87	69	33	51	151
94	58	43	67	144
104	61	46	59	144
110	56	58	68	136
113	59	52	58	151
116	57	56	63	143
110	72	46	68	153
102	88	35	71	157
112	59	55	63	161
112	39	52	51	157
100	51	34	52	147
101	38	28	36	157
107	49	29	34	142
111	55	19	31	151
118	71	20	35	149
116	63	28	25	141
123	71	22	26	142
135	72	23	20	141
137	81	42	24	137
133	70	40	34	131
149	65	25	55	135
146	73	28	49	126
129	66	26	43	124
137	59	18	18	103
143	66	23	29	99
143	85	32	23	102
135	70	25	29	109
136	70	31	35	118
144	68	42	33	140
148	73	48	31	152
142	56	48	44	155
146	36	39	61	136
128	25	33	39	147
103	28	34	39	145
103	36	36	36	138
101	42	24	29	120
101	53	28	40	110
74	52	19	35	111
61	63	26	59	116
65	84	34	58	106
72	78	24	78	113
64	78	39	65	99
50	68	29	63	93
66	63	35	69	103
58	75	52	63	107
50	65	58	56	111
75	75	61	63	120
60	67	53	48	138
72	67	46	40	124
59	57	59	56	119
67	43	79	74	124
64	67	89	82	130
65	64	106	76	124
74	81	104	77	117
81	69	111	88	132
80	67	113	90	136
63	35	111	89	151
62	31	104	90	162
52	24	96	97	156
51	41	83	101	162
70	62	76	99	151
57	68	80	107	150
38	61	72	97	165
30	51	75	106	152
33	66	81	87	148
32	62	73	92	160
31	63	80	101	167
41	54	82	99	169
51	55	80	91	178
33	50	105	106	183
26	49	114	100	188
29	39	108	120	174
37	28	103	128	183
51	24	104	128	168
65	19	112	115	181
73	23	103	117	208
75	36	108	130	196
69	27	108	123	199
66	17	97	134	196
59	27	103	120	196
72	24	89	119	203
61	20	75	116	197
67	35	50	122	198
57	55	41	133	179
75	58	55	129	183
76	49	49	119	174
81	30	58	117	163
65	35	38	114	164
75	55	31	121	165
66	50	49	118	187
85	53	49	125	181
71	53	44	110	176
72	57	36	114	182
58	60	36	131	180
82	51	27	134	185
76	40	35	120	188
76	49	16	88	192
74	36	23	87	193
69	33	20	94	200
80	25	20	113	205
83	39	47	103	197
92	29	28	98	201
83	38	25	100	212
82	40	17	105	200
102	53	20	103	198
86	46	22	115	187
63	36	26	117	201
79	33	34	134	199
85	33	28	125	202
88	54	29	135	209
98	57	20	146	202
84	40	33	153	211
77	42	32	132	202
67	45	56	152	210
64	46	50	133	203
61	44	52	136	196
81	41	58	154	197
76	50	51	157	200
95	49	46	182	200
91	70	38	171	206
83	62	36	179	201
85	53	30	194	194
73	53	25	199	192
51	42	33	168	186
62	30	35	174	183
53	44	28	180	164
50	48	36	191	148
63	73	31	184	146
65	73	37	165	143
88	87	50	151	151
99	94	58	144	139
83	94	38	153	142
82	90	37	153	130
91	76	38	148	113
87	76	34	138	128
97	80	35	140	132
98	64	36	163	108
97	54	35	156	93
97	63	37	153	77
89	64	57	161	68
84	73	66	161	92
74	74	63	162	85
82	52	66	149	77
70	55	83	167	88
47	64	109	167	83
36	60	116	167	87
38	63	100	170	86
27	89	95	167	101
27	91	93	199	103
28	76	93	183	111
34	54	83	202	112
33	43	78	207	96
37	32	77	192	91
22	49	86	187	98
32	41	87	179	100
29	37	65	175	122
31	49	68	182	128
27	54	47	188	107
37	49	60	185	137
44	52	42	178	123
32	71	46	169	119
38	91	52	168	115
21	88	53	160	127
28	102	61	141	116
33	94	78	159	98
30	100	74	168	87
45	92	58	182	72
43	95	53	188	88
44	82	40	196	89
31	82	55	187	69
31	74	68	189	68
25	87	68	185	65
23	102	60	177	55
30	113	60	187	51
31	123	57	195	57
47	131	50	204	53
45	111	68	189	62
46	116	71	184	60
61	113	54	195	63
64	118	52	192	58
53	108	40	196	45
74	112	43	194	59
78	112	45	201	65
60	107	48	198	67
60	95	50	205	88
80	114	43	205	97
81	108	42	197	92
81	107	53	194	72
63	96	36	189	78
51	122	33	186	87
53	115	27	180	77
43	123	50	170	61
72	120	38	166	62
55	124	37	159	79
52	106	36	146	100
59	111	38	135	101
66	127	41	117	101
73	132	32	99	101
81	133	33	99	108
59	129	49	89	125
40	132	45	91	135
28	134	41	99	136
41	130	32	79	152
55	141	42	78	164
60	159	35	74	166
42	181	21	75	161
55	162	26	72	152
25	146	27	66	159
36	151	27	60	171
66	160	27	48	170
67	141	39	40	176
65	134	47	19	164
49	117	32	31	165
27	134	33	17	186
30	157	41	38	189
31	169	17	33	191
23	174	22	22	194
36	169	45	31	204
39	176	33	45	195
31	177	39	40	191
24	167	28	30	195
34	192	20	21	203
33	197	25	24	189
40	178	22	22	189
36	170	29	19	184
35	200	30	30	173
20	194	31	27	175
22	180	41	24	179
22	179	42	36	188
30	176	33	26	170
24	169	22	24	180
38	175	19	30	180
59	171	30	31	166
54	164	29	31	166
71	180	23	20	172
91	183	47	38	183
67	186	27	23	189
59	181	20	21	184
82	206	34	41	177
65	198	40	26	180
69	200	64	21	172
68	201	84	24	183
69	200	89	20	175
63	197	105	24	167
79	202	90	16	175
79	203	92	22	162
95	197	86	34	157
100	211	73	42	134
115	199	80	38	129
122	196	80	30	135
119	199	78	25	144
124	194	75	23	152
102	206	79	28	163
89	206	75	22	158
92	196	75	28	142
108	187	75	38	142
111	190	80	48	144
117	179	68	33	122
129	177	83	36	139
139	177	90	43	129
116	175	92	41	129
127	178	109	37	142
130	190	111	21	160
148	197	94	25	165
143	194	82	24	172
134	198	86	26	159
129	198	78	28	168
133	199	94	24	155
145	189	119	17	163
149	201	113	33	155
126	203	113	24	178
137	200	114	27	181
146	209	138	44	185
140	191	128	47	186
151	202	145	39	177
151	197	123	43	180
156	199	119	45	186
173	203	124	59	183
164	204	108	60	202
175	212	103	59	192
166	206	98	51	177
158	210	105	52	188
145	201	108	77	198
139	191	113	59	202
155	198	120	77	207
159	191	104	97	186
175	198	115	79	164
174	212	129	64	172
173	190	130	69	173
160	205	133	82	175
166	207	137	89	177
165	207	126	69	192
188	208	122	73	183
171	201	99	90	192
161	204	106	92	195
150	211	96	78	189
146	200	98	71	190
145	210	105	72	201
172	196	109	75	196
161	192	113	70	213
162	164	104	78	206
152	174	109	97	214
159	149	111	97	193
160	154	103	93	189
170	143	95	93	190
179	149	73	65	193
187	148	78	82	195
172	157	86	72	198
167	156	105	88	204
157	150	93	89	187
155	165	96	84	182
155	157	111	66	205
145	145	118	87	203
154	157	134	96	206
164	146	133	100	194
143	149	130	119	201
121	146	127	130	200
133	141	123	126	204
143	131	144	143	200
135	127	153	123	192
141	123	130	124	196
150	147	141	136	189
125	158	142	138	193
119	154	150	134	193
134	168	156	143	169
137	171	157	140	151
145	181	159	146	144
138	158	160	136	137
150	154	168	121	146
155	157	168	145	146
131	175	170	133	154
137	191	161	138	148
129	175	168	136	160
133	181	167	128	170
130	182	142	127	162
103	174	137	146	165
96	170	132	149	143
101	169	134	166	133
117	177	145	170	129
126	165	146	168	127
139	174	149	164	125
132	184	153	173	133
132	181	145	162	132
127	170	141	183	116
114	173	140	178	105
115	164	131	165	95
111	160	132	168	114
110	175	126	179	124
108	195	129	177	132
114	203	126	184	148
121	201	122	194	158
116	201	125	185	159
124	190	118	209	160
121	193	113	204	159
107	187	121	205	158
116	198	139	202	159
125	194	154	192	147
120	192	144	182	151
132	187	149	204	131
154	189	148	200	133
161	194	135	204	131
160	204	112	199	134
172	187	141	186	152
174	168	139	194	175
159	165	135	198	170
153	160	132	173	175
139	176	133	185	170
139	169	144	187	153
126	179	142	190	145
131	184	139	185	157
141	201	118	185	178
136	201	112	172	164
116	206	118	185	149
123	203	110	188	157
107	199	122	183	160
122	208	125	195	152
133	200	128	198	152
132	198	118	198	135
118	199	124	199	134
107	195	126	193	114
99	209	131	205	118
102	209	125	190	118
111	211	127	194	100
123	200	134	195	112
130	192	132	186	121
130	199	138	178	126
128	214	131	176	123
119	204	129	163	124
120	205	116	148	116
127	197	122	155	121
114	204	120	164	100
99	197	119	149	103
111	192	140	151	105
106	199	130	142	107
99	202	118	136	110
88	176	122	150	110
111	186	124	131	94
126	184	131	137	85
125	181	136	115	93
113	183	145	129	85
99	192	149	123	71
101	203	130	128	86
123	191	124	118	95
119	213	141	105	74
113	201	137	79	59
108	187	142	68	69
122	178	160	76	70
126	197	137	85	83
118	181	177	85	86
120	182	185	88	83
120	168	185	80	68
129	167	206	83	77
130	189	203	89	62
150	214	201	79	69
165	203	197	93	75
165	197	199	96	88
179	193	189	112	84
184	190	203	114	91
162	204	206	118	108
175	209	193	113	106
178	202	184	120	96
167	208	181	119	99
172	189	194	132	104
176	210	193	134	90
175	199	213	129	101
181	177	195	120	117
180	187	202	125	117
192	174	205	129	95
175	154	210	133	117
194	159	201	136	137
203	153	206	131	140
199	155	198	128	130
201	166	191	115	129
194	159	191	122	137
203	158	187	111	158
200	182	177	115	157
201	180	174	110	154
205	178	173	119	153
192	202	159	130	146
186	206	139	142	124
188	206	145	139	109
206	190	156	133	114
187	196	164	138	113
197	164	170	146	111
206	145	171	137	84
200	164	178	117	80
212	166	183	111	78
200	173	180	121	80
202	158	190	118	81
201	164	178	114	92
212	161	164	112	103
201	158	171	118	102
210	160	187	113	88
197	162	197	99	103
206	151	194	101	95
199	152	183	120	93
197	154	185	134	97
192	169	171	139	97
175	164	144	157	109
184	173	149	145	104
183	175	141	141	74
207	176	142	161	77
207	185	139	148	83
205	171	144	131	84
206	173	135	136	70
201	177	132	125	72
204	177	132	115	62
205	180	123	123	70
203	178	124	116	77
209	184	128	124	63
186	195	123	118	55
162	197	155	127	48
151	205	158	121	46
156	208	134	128	51
167	213	116	124	58
153	199	123	121	50
143	203	112	122	44
155	204	97	108	35
150	177	92	91	66
138	185	108	90	64
135	186	105	106	75
134	180	126	116	67
124	175	123	111	58
122	173	125	111	66
99	189	137	118	67
98	200	148	114	79
91	210	168	118	79
92	207	169	122	79
92	206	178	120	95
94	208	165	122	102
108	206	143	119	91
112	204	141	108	71
130	196	147	117	62
126	179	155	119	65
131	175	142	125	67
135	166	140	122	77
151	173	145	137	63
136	187	157	137	63
157	164	185	125	75
147	170	194	128	79
167	169	191	122	81
174	177	201	96	68
192	171	199	86	87
188	174	205	90	88
201	156	195	94	68
191	156	196	78	84
199	158	183	78	78
198	154	189	67	70
202	156	192	60	76
210	146	195	76	85
210	158	185	62	76
206	180	185	67	89
180	178	170	55	67
197	192	164	45	63
204	192	172	44	54
208	207	170	61	33
197	200	163	55	21
186	202	177	54	27
196	199	190	60	37
197	205	193	70	47
183	203	195	47	54
183	190	212	41	43
203	196	203	20	42
207	199	204	22	52
213	210	214	27	61
199	213	206	23	69
202	202	192	35	60
194	201	176	28	70
184	201	180	34	90
168	203	175	22	91
172	199	160	26	100
176	205	159	23	100
179	193	154	36	65
168	201	141	29	67
165	209	161	28	69
148	201	148	27	66
158	210	140	18	41
174	212	139	25	52
184	200	144	38	45
192	204	116	34	44
197	191	120	50	55
168	191	106	42	59
165	197	115	67	52
167	201	137	71	52
161	193	135	89	49
147	196	149	99	48
119	188	149	103	45
108	191	148	98	44
118	193	155	99	47
123	199	137	112	41
136	193	147	102	31
132	207	159	103	34
138	200	164	107	31
138	205	192	113	21
137	199	201	116	41
128	204	211	129	46
125	191	204	133	53
116	179	206	135	50
120	175	204	110	42
122	192	185	108	35
122	195	181	113	49
111	187	169	113	58
111	169	191	101	80
93	169	177	113	70
85	181	175	107	38
70	173	176	108	26
66	169	184	102	28
65	176	184	109	18
58	165	198	111	26
61	173	203	111	28
59	190	183	116	29
54	187	183	121	20
49	184	188	132	30
51	174	198	124	33
48	158	197	114	37
32	159	190	111	28
17	184	180	102	42
40	199	159	89	34
31	204	164	62	30
45	194	163	59	21
42	194	167	59	22
63	180	173	43	20
42	193	163	24	34
50	208	173	33	41
37	203	178	51	62
54	196	187	70	53
43	210	194	60	49
30	205	185	73	39
21	206	176	83	34
19	204	181	67	48
21	190	167	62	58
41	181	178	69	63
39	163	196	67	50
25	148	188	54	57
21	132	185	33	34
23	131	188	26	52
31	113	186	37	60
47	102	211	34	60
46	96	205	27	43
34	91	205	23	41
49	98	189	28	59
53	86	178	20	64
56	64	173	25	55
50	53	184	44	63
68	57	190	73	35
72	63	186	72	28
77	56	178	78	38
89	58	175	73	48
72	61	168	62	43
89	65	145	56	47
91	77	150	56	53
84	45	139	66	62
76	50	136	87	62
79	62	126	80	47
92	77	130	85	33
76	55	129	91	50
79	48	113	96	42
91	41	121	103	47
92	49	132	114	43
91	46	121	111	45
90	29	122	90	69
92	35	107	82	84
83	38	114	68	82
94	43	112	61	85
92	49	142	85	68
87	55	144	81	66
67	34	143	82	59
73	42	139	76	64
67	48	136	62	84
69	47	105	83	55
56	22	113	90	57
45	28	101	83	46
46	29	110	91	39
28	34	111	106	55
29	39	103	114	42
47	40	110	82	42
59	24	108	93	46
73	33	109	80	44
70	29	88	65	42
70	34	66	76	49
75	44	58	72	52
80	53	53	69	67
58	58	46	65	69
53	60	33	59	57
49	58	48	76	54
42	45	49	64	63
55	28	53	76	90
52	34	62	66	85
50	22	67	82	59
46	23	56	86	76
60	35	51	109	81
88	24	45	115	101
104	41	45	113	105
97	31	37	118	104
90	28	25	124	112
90	22	26	116	103
82	29	32	92	122
61	43	26	88	138
67	51	20	100	139
61	65	22	106	144
66	70	28	117	139
79	74	27	117	144
79	66	23	109	153
87	58	24	124	171
74	74	50	129	170
84	96	67	146	152
90	96	32	153	159
98	95	27	164	145
92	100	49	167	150
85	106	41	132	145
94	93	39	120	141
99	99	45	105	145
95	91	49	107	163
73	88	33	105	184
67	88	26	118	203
46	56	37	106	214
45	41	41	88	189
39	49	46	90	187
60	51	53	93	200
67	43	52	94	194
65	25	51	107	195
73	34	59	127	182
81	27	56	119	165
78	30	65	144	168
104	42	68	132	164
102	47	80	142	165
111	57	77	138	184
131	47	81	127	185
136	59	88	121	176
134	70	105	100	186
154	99	92	128	195
147	105	80	114	189
147	109	95	123	206
157	122	95	112	209
154	121	81	125	206
143	113	73	138	202
147	116	90	126	205
139	109	84	133	184
136	120	96	134	172
122	107	88	132	179
138	105	81	153	163
152	101	95	162	149
146	104	109	168	147
145	108	128	142	155
138	120	123	152	154
114	109	121	145	135
106	116	131	138	135
97	109	136	148	136
99	113	154	136	140
114	139	155	147	130
106	127	145	137	130
112	122	130	148	131
124	127	133	143	144
144	139	136	145	148
145	134	167	147	161
148	116	166	152	147
148	107	163	155	131
135	109	171	143	111
131	108	177	147	122
125	115	169	145	119
130	115	181	143	113
137	111	171	129	100
131	111	172	143	117
112	118	186	154	104
125	129	168	137	99
128	110	169	135	104
115	103	159	138	96
134	108	177	134	84
130	101	188	136	64
132	94	177	141	52
143	102	185	123	51
149	101	201	134	42
151	101	208	121	41
139	112	197	126	52
144	102	200	138	71
162	78	213	153	63
170	95	209	157	74
161	90	206	149	76
184	92	207	145	62
182	76	200	168	56
182	85	181	158	83
172	110	186	167	74
178	123	174	171	83
184	124	183	156	72
195	124	164	171	93
202	105	162	160	110
189	93	157	166	108
169	109	165	158	92
164	101	147	165	93
172	87	151	169	108
196	77	151	166	107
199	84	144	160	117
188	87	141	152	133
193	94	134	142	147
184	105	142	140	142
180	120	137	143	163
184	111	111	161	158
174	116	89	170	136
174	129	109	155	146
187	145	111	145	163
185	140	126	151	173
178	138	133	137	170
188	148	150	126	169
197	133	131	131	179
193	163	146	143	158
193	158	169	144	146
182	164	169	133	129
171	156	164	133	118
176	160	166	123	121
173	145	186	125	121
184	150	200	133	148
185	155	200	117	150
186	135	205	110	157
175	135	207	110	146
189	125	212	106	130
188	138	207	101	116
205	144	197	121	120
206	142	202	118	139
202	134	211	121	143
205	152	202	125	131
187	146	201	121	136
210	144	191	119	130
205	145	190	109	119
208	161	191	122	142
195	183	188	124	135
204	180	197	136	143
208	170	195	137	141
215	177	201	133	137
197	162	190	141	126
208	154	187	137	134
197	156	187	129	140
197	169	173	145	147
203	164	174	152	139
192	153	181	162	117
196	175	180	165	120
203	191	180	176	120
196	186	176	176	114
195	190	173	173	118
187	174	193	176	108
199	169	194	177	105
204	160	197	154	120
214	153	201	157	108
184	173	200	162	85
190	163	180	155	78
180	178	149	152	79
193	183	162	154	90
191	173	152	154	102
207	170	147	164	102
200	170	164	181	96
205	179	161	172	97
191	163	157	156	85
187	138	156	151	76
179	146	159	159	86
164	160	159	175	112
180	155	154	178	95
